,Unnamed: 0,forecast_date,target,target_end_date,location,type,quantile,value
35016,35016,2020-06-07,22 day ahead inc death,2020-06-29,29,point,,9.047497488
35040,35040,2020-06-07,23 day ahead cum death,2020-06-30,29,point,,1070.88287
35064,35064,2020-06-07,23 day ahead inc death,2020-06-30,29,point,,8.749015567
35088,35088,2020-06-07,24 day ahead cum death,2020-07-01,29,point,,1079.33592
35112,35112,2020-06-07,24 day ahead inc death,2020-07-01,29,point,,8.453050142999999
35136,35136,2020-06-07,25 day ahead cum death,2020-07-02,29,point,,1087.515155
35160,35160,2020-06-07,25 day ahead inc death,2020-07-02,29,point,,8.179235157
35184,35184,2020-06-07,26 day ahead cum death,2020-07-03,29,point,,1095.421082
35208,35208,2020-06-07,26 day ahead inc death,2020-07-03,29,point,,7.905927161
35232,35232,2020-06-07,27 day ahead cum death,2020-07-04,29,point,,1103.108859
35256,35256,2020-06-07,27 day ahead inc death,2020-07-04,29,point,,7.687776863
35280,35280,2020-06-07,3 day ahead cum death,2020-06-10,29,point,,846.2235417000003
35304,35304,2020-06-07,3 day ahead inc death,2020-06-10,29,point,,11.50790457
35328,35328,2020-06-07,3 wk ahead cum death,2020-06-27,29,point,,1043.701986
35352,35352,2020-06-07,3 wk ahead inc death,2020-06-27,29,point,,75.43571769
35376,35376,2020-06-07,4 day ahead cum death,2020-06-11,29,point,,857.7344798
35400,35400,2020-06-07,4 day ahead inc death,2020-06-11,29,point,,11.51093807
35424,35424,2020-06-07,4 wk ahead cum death,2020-07-04,29,point,,1103.108859
35448,35448,2020-06-07,4 wk ahead inc death,2020-07-04,29,point,,59.40687301
35472,35472,2020-06-07,5 day ahead cum death,2020-06-12,29,point,,870.4613026000002
35496,35496,2020-06-07,5 day ahead inc death,2020-06-12,29,point,,12.72682277
35520,35520,2020-06-07,6 day ahead cum death,2020-06-13,29,point,,883.3491259
35544,35544,2020-06-07,6 day ahead inc death,2020-06-13,29,point,,12.8878233
35568,35568,2020-06-07,7 day ahead cum death,2020-06-14,29,point,,895.0484167000002
35592,35592,2020-06-07,7 day ahead inc death,2020-06-14,29,point,,11.69929084
35616,35616,2020-06-07,8 day ahead cum death,2020-06-15,29,point,,907.2404264
35640,35640,2020-06-07,8 day ahead inc death,2020-06-15,29,point,,12.19200965
35664,35664,2020-06-07,9 day ahead cum death,2020-06-16,29,point,,919.6235588
35688,35688,2020-06-07,9 day ahead inc death,2020-06-16,29,point,,12.38313246
35712,35712,2020-06-07,1 day ahead cum death,2020-06-08,30,point,,18.15177139
35736,35736,2020-06-07,1 day ahead inc death,2020-06-08,30,point,,0.15177138699999998
35760,35760,2020-06-07,1 wk ahead cum death,2020-06-13,30,point,,18.91803115
35784,35784,2020-06-07,1 wk ahead inc death,2020-06-13,30,point,,0.918031145
35808,35808,2020-06-07,10 day ahead cum death,2020-06-17,30,point,,19.36043277
35832,35832,2020-06-07,10 day ahead inc death,2020-06-17,30,point,,0.108499177
35856,35856,2020-06-07,11 day ahead cum death,2020-06-18,30,point,,19.44215507
35880,35880,2020-06-07,11 day ahead inc death,2020-06-18,30,point,,0.081722308
35904,35904,2020-06-07,12 day ahead cum death,2020-06-19,30,point,,19.52335839
35928,35928,2020-06-07,12 day ahead inc death,2020-06-19,30,point,,0.08120331900000001
35952,35952,2020-06-07,13 day ahead cum death,2020-06-20,30,point,,19.61091549
35976,35976,2020-06-07,13 day ahead inc death,2020-06-20,30,point,,0.087557101
36000,36000,2020-06-07,14 day ahead cum death,2020-06-21,30,point,,19.69134619
36024,36024,2020-06-07,14 day ahead inc death,2020-06-21,30,point,,0.08043069
36048,36048,2020-06-07,15 day ahead cum death,2020-06-22,30,point,,19.76821446
36072,36072,2020-06-07,15 day ahead inc death,2020-06-22,30,point,,0.076868272
36096,36096,2020-06-07,16 day ahead cum death,2020-06-23,30,point,,19.84096413
36120,36120,2020-06-07,16 day ahead inc death,2020-06-23,30,point,,0.07274967
36144,36144,2020-06-07,17 day ahead cum death,2020-06-24,30,point,,19.909222
36168,36168,2020-06-07,17 day ahead inc death,2020-06-24,30,point,,0.068257873
36192,36192,2020-06-07,18 day ahead cum death,2020-06-25,30,point,,19.97281752
36216,36216,2020-06-07,18 day ahead inc death,2020-06-25,30,point,,0.06359552
36240,36240,2020-06-07,19 day ahead cum death,2020-06-26,30,point,,20.03203356
36264,36264,2020-06-07,19 day ahead inc death,2020-06-26,30,point,,0.059216037
36288,36288,2020-06-07,2 day ahead cum death,2020-06-09,30,point,,18.3111208
36312,36312,2020-06-07,2 day ahead inc death,2020-06-09,30,point,,0.159349412
36336,36336,2020-06-07,2 wk ahead cum death,2020-06-20,30,point,,19.61091549
36360,36360,2020-06-07,2 wk ahead inc death,2020-06-20,30,point,,0.69288435
36384,36384,2020-06-07,20 day ahead cum death,2020-06-27,30,point,,20.08765209
36408,36408,2020-06-07,20 day ahead inc death,2020-06-27,30,point,,0.055618537
36432,36432,2020-06-07,21 day ahead cum death,2020-06-28,30,point,,20.14031447
36456,36456,2020-06-07,21 day ahead inc death,2020-06-28,30,point,,0.052662373
36480,36480,2020-06-07,22 day ahead cum death,2020-06-29,30,point,,20.19004613
36504,36504,2020-06-07,22 day ahead inc death,2020-06-29,30,point,,0.049731667
36528,36528,2020-06-07,23 day ahead cum death,2020-06-30,30,point,,20.23688246
36552,36552,2020-06-07,23 day ahead inc death,2020-06-30,30,point,,0.046836325
36576,36576,2020-06-07,24 day ahead cum death,2020-07-01,30,point,,20.28064002
36600,36600,2020-06-07,24 day ahead inc death,2020-07-01,30,point,,0.043757562
36624,36624,2020-06-07,25 day ahead cum death,2020-07-02,30,point,,20.32250202
36648,36648,2020-06-07,25 day ahead inc death,2020-07-02,30,point,,0.041862004
36672,36672,2020-06-07,26 day ahead cum death,2020-07-03,30,point,,20.36239976
36696,36696,2020-06-07,26 day ahead inc death,2020-07-03,30,point,,0.039897734
36720,36720,2020-06-07,27 day ahead cum death,2020-07-04,30,point,,20.39991795
36744,36744,2020-06-07,27 day ahead inc death,2020-07-04,30,point,,0.03751819
36768,36768,2020-06-07,3 day ahead cum death,2020-06-10,30,point,,18.47382741
36792,36792,2020-06-07,3 day ahead inc death,2020-06-10,30,point,,0.162706614
36816,36816,2020-06-07,3 wk ahead cum death,2020-06-27,30,point,,20.08765209
36840,36840,2020-06-07,3 wk ahead inc death,2020-06-27,30,point,,0.476736598
36864,36864,2020-06-07,4 day ahead cum death,2020-06-11,30,point,,18.63545965
36888,36888,2020-06-07,4 day ahead inc death,2020-06-11,30,point,,0.161632238
36912,36912,2020-06-07,4 wk ahead cum death,2020-07-04,30,point,,20.39991795
36936,36936,2020-06-07,4 wk ahead inc death,2020-07-04,30,point,,0.312265855
36960,36960,2020-06-07,5 day ahead cum death,2020-06-12,30,point,,18.78676553
36984,36984,2020-06-07,5 day ahead inc death,2020-06-12,30,point,,0.151305884
37008,37008,2020-06-07,6 day ahead cum death,2020-06-13,30,point,,18.91803115
37032,37032,2020-06-07,6 day ahead inc death,2020-06-13,30,point,,0.131265611
37056,37056,2020-06-07,7 day ahead cum death,2020-06-14,30,point,,19.03285498
37080,37080,2020-06-07,7 day ahead inc death,2020-06-14,30,point,,0.114823831
37104,37104,2020-06-07,8 day ahead cum death,2020-06-15,30,point,,19.14421347
37128,37128,2020-06-07,8 day ahead inc death,2020-06-15,30,point,,0.111358498
37152,37152,2020-06-07,9 day ahead cum death,2020-06-16,30,point,,19.25193359
37176,37176,2020-06-07,9 day ahead inc death,2020-06-16,30,point,,0.107720115
37200,37200,2020-06-07,1 day ahead cum death,2020-06-08,31,point,,188.6937169
37224,37224,2020-06-07,1 day ahead inc death,2020-06-08,31,point,,1.693716852
37248,37248,2020-06-07,1 wk ahead cum death,2020-06-13,31,point,,201.5919292
37272,37272,2020-06-07,1 wk ahead inc death,2020-06-13,31,point,,14.59192921
37296,37296,2020-06-07,10 day ahead cum death,2020-06-17,31,point,,208.4180085
37320,37320,2020-06-07,10 day ahead inc death,2020-06-17,31,point,,1.24908274
37344,37344,2020-06-07,11 day ahead cum death,2020-06-18,31,point,,211.3335357
37368,37368,2020-06-07,11 day ahead inc death,2020-06-18,31,point,,2.915527175
37392,37392,2020-06-07,12 day ahead cum death,2020-06-19,31,point,,212.5456394
37416,37416,2020-06-07,12 day ahead inc death,2020-06-19,31,point,,1.212103716
37440,37440,2020-06-07,13 day ahead cum death,2020-06-20,31,point,,213.8991056
37464,37464,2020-06-07,13 day ahead inc death,2020-06-20,31,point,,1.353466141
37488,37488,2020-06-07,14 day ahead cum death,2020-06-21,31,point,,215.3576205
37512,37512,2020-06-07,14 day ahead inc death,2020-06-21,31,point,,1.458514909
37536,37536,2020-06-07,15 day ahead cum death,2020-06-22,31,point,,216.8360183
37560,37560,2020-06-07,15 day ahead inc death,2020-06-22,31,point,,1.478397776
37584,37584,2020-06-07,16 day ahead cum death,2020-06-23,31,point,,218.6657361
37608,37608,2020-06-07,16 day ahead inc death,2020-06-23,31,point,,1.829717839
37632,37632,2020-06-07,17 day ahead cum death,2020-06-24,31,point,,219.8742721
37656,37656,2020-06-07,17 day ahead inc death,2020-06-24,31,point,,1.20853603
37680,37680,2020-06-07,18 day ahead cum death,2020-06-25,31,point,,221.5785333
37704,37704,2020-06-07,18 day ahead inc death,2020-06-25,31,point,,1.7042611419999998
37728,37728,2020-06-07,19 day ahead cum death,2020-06-26,31,point,,222.7478149
37752,37752,2020-06-07,19 day ahead inc death,2020-06-26,31,point,,1.169281665
37776,37776,2020-06-07,2 day ahead cum death,2020-06-09,31,point,,191.8251382
37800,37800,2020-06-07,2 day ahead inc death,2020-06-09,31,point,,3.13142137
37824,37824,2020-06-07,2 wk ahead cum death,2020-06-20,31,point,,213.8991056
37848,37848,2020-06-07,2 wk ahead inc death,2020-06-20,31,point,,12.30717637
37872,37872,2020-06-07,20 day ahead cum death,2020-06-27,31,point,,223.94350930000004
37896,37896,2020-06-07,20 day ahead inc death,2020-06-27,31,point,,1.195694323
37920,37920,2020-06-07,21 day ahead cum death,2020-06-28,31,point,,225.1425752
37944,37944,2020-06-07,21 day ahead inc death,2020-06-28,31,point,,1.199065899
37968,37968,2020-06-07,22 day ahead cum death,2020-06-29,31,point,,226.2759403
37992,37992,2020-06-07,22 day ahead inc death,2020-06-29,31,point,,1.133365121
38016,38016,2020-06-07,23 day ahead cum death,2020-06-30,31,point,,227.5276882
38040,38040,2020-06-07,23 day ahead inc death,2020-06-30,31,point,,1.2517479459999998
38064,38064,2020-06-07,24 day ahead cum death,2020-07-01,31,point,,228.5267289
38088,38088,2020-06-07,24 day ahead inc death,2020-07-01,31,point,,0.999040703
38112,38112,2020-06-07,25 day ahead cum death,2020-07-02,31,point,,229.6589431
38136,38136,2020-06-07,25 day ahead inc death,2020-07-02,31,point,,1.132214137
38160,38160,2020-06-07,26 day ahead cum death,2020-07-03,31,point,,230.6219406
38184,38184,2020-06-07,26 day ahead inc death,2020-07-03,31,point,,0.96299758
38208,38208,2020-06-07,27 day ahead cum death,2020-07-04,31,point,,231.5780581
38232,38232,2020-06-07,27 day ahead inc death,2020-07-04,31,point,,0.956117446
38256,38256,2020-06-07,3 day ahead cum death,2020-06-10,31,point,,192.8141438
38280,38280,2020-06-07,3 day ahead inc death,2020-06-10,31,point,,0.98900557
38304,38304,2020-06-07,3 wk ahead cum death,2020-06-27,31,point,,223.94350930000004
38328,38328,2020-06-07,3 wk ahead inc death,2020-06-27,31,point,,10.04440369
38352,38352,2020-06-07,4 day ahead cum death,2020-06-11,31,point,,199.4340712
38376,38376,2020-06-07,4 day ahead inc death,2020-06-11,31,point,,6.619927446
38400,38400,2020-06-07,4 wk ahead cum death,2020-07-04,31,point,,231.5780581
38424,38424,2020-06-07,4 wk ahead inc death,2020-07-04,31,point,,7.634548832999999
38448,38448,2020-06-07,5 day ahead cum death,2020-06-12,31,point,,200.4040875
38472,38472,2020-06-07,5 day ahead inc death,2020-06-12,31,point,,0.970016309
38496,38496,2020-06-07,6 day ahead cum death,2020-06-13,31,point,,201.5919292
38520,38520,2020-06-07,6 day ahead inc death,2020-06-13,31,point,,1.187841659
38544,38544,2020-06-07,7 day ahead cum death,2020-06-14,31,point,,202.8626817
38568,38568,2020-06-07,7 day ahead inc death,2020-06-14,31,point,,1.270752502
38592,38592,2020-06-07,8 day ahead cum death,2020-06-15,31,point,,204.6038382
38616,38616,2020-06-07,8 day ahead inc death,2020-06-15,31,point,,1.741156444
38640,38640,2020-06-07,9 day ahead cum death,2020-06-16,31,point,,207.1689258
38664,38664,2020-06-07,9 day ahead inc death,2020-06-16,31,point,,2.565087651
38688,38688,2020-06-07,1 day ahead cum death,2020-06-08,32,point,,442.3797473
38712,38712,2020-06-07,1 day ahead inc death,2020-06-08,32,point,,4.379747282
38736,38736,2020-06-07,1 wk ahead cum death,2020-06-13,32,point,,459.1478247
38760,38760,2020-06-07,1 wk ahead inc death,2020-06-13,32,point,,22.1478247
38784,38784,2020-06-07,10 day ahead cum death,2020-06-17,32,point,,473.0536547
38808,38808,2020-06-07,10 day ahead inc death,2020-06-17,32,point,,4.16875206
38832,38832,2020-06-07,11 day ahead cum death,2020-06-18,32,point,,475.9368685
38856,38856,2020-06-07,11 day ahead inc death,2020-06-18,32,point,,2.883213796
38880,38880,2020-06-07,12 day ahead cum death,2020-06-19,32,point,,478.9439311
38904,38904,2020-06-07,12 day ahead inc death,2020-06-19,32,point,,3.0070626330000003
38928,38928,2020-06-07,13 day ahead cum death,2020-06-20,32,point,,482.055714
38952,38952,2020-06-07,13 day ahead inc death,2020-06-20,32,point,,3.111782937
38976,38976,2020-06-07,14 day ahead cum death,2020-06-21,32,point,,484.7639141
39000,39000,2020-06-07,14 day ahead inc death,2020-06-21,32,point,,2.708200029
39024,39024,2020-06-07,15 day ahead cum death,2020-06-22,32,point,,488.00043330000005
39048,39048,2020-06-07,15 day ahead inc death,2020-06-22,32,point,,3.2365192780000003
39072,39072,2020-06-07,16 day ahead cum death,2020-06-23,32,point,,490.71703780000007
39096,39096,2020-06-07,16 day ahead inc death,2020-06-23,32,point,,2.716604434
39120,39120,2020-06-07,17 day ahead cum death,2020-06-24,32,point,,493.5621913
39144,39144,2020-06-07,17 day ahead inc death,2020-06-24,32,point,,2.845153495
39168,39168,2020-06-07,18 day ahead cum death,2020-06-25,32,point,,496.1357707
39192,39192,2020-06-07,18 day ahead inc death,2020-06-25,32,point,,2.573579398
39216,39216,2020-06-07,19 day ahead cum death,2020-06-26,32,point,,498.609112
39240,39240,2020-06-07,19 day ahead inc death,2020-06-26,32,point,,2.473341308
39264,39264,2020-06-07,2 day ahead cum death,2020-06-09,32,point,,444.5228957
39288,39288,2020-06-07,2 day ahead inc death,2020-06-09,32,point,,2.143148455
39312,39312,2020-06-07,2 wk ahead cum death,2020-06-20,32,point,,482.055714
39336,39336,2020-06-07,2 wk ahead inc death,2020-06-20,32,point,,22.90788934
39360,39360,2020-06-07,20 day ahead cum death,2020-06-27,32,point,,501.1351528
39384,39384,2020-06-07,20 day ahead inc death,2020-06-27,32,point,,2.526040789
39408,39408,2020-06-07,21 day ahead cum death,2020-06-28,32,point,,503.4549944
39432,39432,2020-06-07,21 day ahead inc death,2020-06-28,32,point,,2.319841604
39456,39456,2020-06-07,22 day ahead cum death,2020-06-29,32,point,,505.8101147
39480,39480,2020-06-07,22 day ahead inc death,2020-06-29,32,point,,2.355120297
39504,39504,2020-06-07,23 day ahead cum death,2020-06-30,32,point,,507.9543505
39528,39528,2020-06-07,23 day ahead inc death,2020-06-30,32,point,,2.144235831
39552,39552,2020-06-07,24 day ahead cum death,2020-07-01,32,point,,510.0150257
39576,39576,2020-06-07,24 day ahead inc death,2020-07-01,32,point,,2.060675232
39600,39600,2020-06-07,25 day ahead cum death,2020-07-02,32,point,,511.9629887
39624,39624,2020-06-07,25 day ahead inc death,2020-07-02,32,point,,1.947962944
39648,39648,2020-06-07,26 day ahead cum death,2020-07-03,32,point,,513.795959
39672,39672,2020-06-07,26 day ahead inc death,2020-07-03,32,point,,1.832970322
39696,39696,2020-06-07,27 day ahead cum death,2020-07-04,32,point,,515.5815693
39720,39720,2020-06-07,27 day ahead inc death,2020-07-04,32,point,,1.785610284
39744,39744,2020-06-07,3 day ahead cum death,2020-06-10,32,point,,450.9117803
39768,39768,2020-06-07,3 day ahead inc death,2020-06-10,32,point,,6.38888453
39792,39792,2020-06-07,3 wk ahead cum death,2020-06-27,32,point,,501.1351528
39816,39816,2020-06-07,3 wk ahead inc death,2020-06-27,32,point,,19.07943873
39840,39840,2020-06-07,4 day ahead cum death,2020-06-11,32,point,,452.8064411
39864,39864,2020-06-07,4 day ahead inc death,2020-06-11,32,point,,1.894660855
39888,39888,2020-06-07,4 wk ahead cum death,2020-07-04,32,point,,515.5815693
39912,39912,2020-06-07,4 wk ahead inc death,2020-07-04,32,point,,14.44641651
39936,39936,2020-06-07,5 day ahead cum death,2020-06-12,32,point,,456.2895192
39960,39960,2020-06-07,5 day ahead inc death,2020-06-12,32,point,,3.483078114
39984,39984,2020-06-07,6 day ahead cum death,2020-06-13,32,point,,459.1478247
40008,40008,2020-06-07,6 day ahead inc death,2020-06-13,32,point,,2.858305459
40032,40032,2020-06-07,7 day ahead cum death,2020-06-14,32,point,,461.5420094
40056,40056,2020-06-07,7 day ahead inc death,2020-06-14,32,point,,2.394184667
40080,40080,2020-06-07,8 day ahead cum death,2020-06-15,32,point,,465.9159875
40104,40104,2020-06-07,8 day ahead inc death,2020-06-15,32,point,,4.373978158
40128,40128,2020-06-07,9 day ahead cum death,2020-06-16,32,point,,468.8849026
40152,40152,2020-06-07,9 day ahead inc death,2020-06-16,32,point,,2.968915088
40176,40176,2020-06-07,1 day ahead cum death,2020-06-08,33,point,,290.3662212
40200,40200,2020-06-07,1 day ahead inc death,2020-06-08,33,point,,4.366221215
40224,40224,2020-06-07,1 wk ahead cum death,2020-06-13,33,point,,319.6739208
40248,40248,2020-06-07,1 wk ahead inc death,2020-06-13,33,point,,36.67392081
40272,40272,2020-06-07,10 day ahead cum death,2020-06-17,33,point,,338.4499185
40296,40296,2020-06-07,10 day ahead inc death,2020-06-17,33,point,,4.961219456
40320,40320,2020-06-07,11 day ahead cum death,2020-06-18,33,point,,342.7291475
40344,40344,2020-06-07,11 day ahead inc death,2020-06-18,33,point,,4.279228937
40368,40368,2020-06-07,12 day ahead cum death,2020-06-19,33,point,,346.684319
40392,40392,2020-06-07,12 day ahead inc death,2020-06-19,33,point,,3.955171526
40416,40416,2020-06-07,13 day ahead cum death,2020-06-20,33,point,,350.594462
40440,40440,2020-06-07,13 day ahead inc death,2020-06-20,33,point,,3.910142985
40464,40464,2020-06-07,14 day ahead cum death,2020-06-21,33,point,,354.4235256
40488,40488,2020-06-07,14 day ahead inc death,2020-06-21,33,point,,3.829063625
40512,40512,2020-06-07,15 day ahead cum death,2020-06-22,33,point,,358.3248599
40536,40536,2020-06-07,15 day ahead inc death,2020-06-22,33,point,,3.901334326
40560,40560,2020-06-07,16 day ahead cum death,2020-06-23,33,point,,362.2253057
40584,40584,2020-06-07,16 day ahead inc death,2020-06-23,33,point,,3.900445796
40608,40608,2020-06-07,17 day ahead cum death,2020-06-24,33,point,,365.8488569
