,forecast_date,target,target_end_date,location,location_name,type,quantile,value
756,2020-04-26,6 day ahead cum death,2020-05-02,11,District of Columbia,point,,266.0
759,2020-04-26,6 day ahead cum death,2020-05-02,12,Florida,point,,1541.0
762,2020-04-26,6 day ahead cum death,2020-05-02,13,Georgia,point,,1151.0
765,2020-04-26,6 day ahead cum death,2020-05-02,16,Idaho,point,,84.0
768,2020-04-26,6 day ahead cum death,2020-05-02,17,Illinois,point,,2682.0
771,2020-04-26,6 day ahead cum death,2020-05-02,18,Indiana,point,,1030.0
774,2020-04-26,6 day ahead cum death,2020-05-02,19,Iowa,point,,205.0
777,2020-04-26,6 day ahead cum death,2020-05-02,20,Kansas,point,,161.0
780,2020-04-26,6 day ahead cum death,2020-05-02,21,Kentucky,point,,258.0
783,2020-04-26,6 day ahead cum death,2020-05-02,22,Louisiana,point,,2283.0
786,2020-04-26,6 day ahead cum death,2020-05-02,23,Maine,point,,62.0
789,2020-04-26,6 day ahead cum death,2020-05-02,24,Maryland,point,,1176.0
792,2020-04-26,6 day ahead cum death,2020-05-02,25,Massachusetts,point,,3935.0
795,2020-04-26,6 day ahead cum death,2020-05-02,26,Michigan,point,,4007.0
798,2020-04-26,6 day ahead cum death,2020-05-02,27,Minnesota,point,,331.0
801,2020-04-26,6 day ahead cum death,2020-05-02,28,Mississippi,point,,258.0
804,2020-04-26,6 day ahead cum death,2020-05-02,29,Missouri,point,,387.0
807,2020-04-26,6 day ahead cum death,2020-05-02,30,Montana,point,,17.0
810,2020-04-26,6 day ahead cum death,2020-05-02,31,Nebraska,point,,93.0
813,2020-04-26,6 day ahead cum death,2020-05-02,32,Nevada,point,,335.0
816,2020-04-26,6 day ahead cum death,2020-05-02,33,New Hampshire,point,,93.0
819,2020-04-26,6 day ahead cum death,2020-05-02,34,New Jersey,point,,7902.0
822,2020-04-26,6 day ahead cum death,2020-05-02,35,New Mexico,point,,138.0
825,2020-04-26,6 day ahead cum death,2020-05-02,36,New York,point,,21747.0
828,2020-04-26,6 day ahead cum death,2020-05-02,37,North Carolina,point,,403.0
831,2020-04-26,6 day ahead cum death,2020-05-02,38,North Dakota,point,,27.0
834,2020-04-26,6 day ahead cum death,2020-05-02,39,Ohio,point,,962.0
837,2020-04-26,6 day ahead cum death,2020-05-02,40,Oklahoma,point,,245.0
840,2020-04-26,6 day ahead cum death,2020-05-02,41,Oregon,point,,119.0
843,2020-04-26,6 day ahead cum death,2020-05-02,42,Pennsylvania,point,,2600.0
846,2020-04-26,6 day ahead cum death,2020-05-02,44,Rhode Island,point,,355.0
849,2020-04-26,6 day ahead cum death,2020-05-02,45,South Carolina,point,,270.0
852,2020-04-26,6 day ahead cum death,2020-05-02,46,South Dakota,point,,71.0
855,2020-04-26,6 day ahead cum death,2020-05-02,47,Tennessee,point,,392.0
858,2020-04-26,6 day ahead cum death,2020-05-02,48,Texas,point,,1204.0
861,2020-04-26,6 day ahead cum death,2020-05-02,49,Utah,point,,127.0
864,2020-04-26,6 day ahead cum death,2020-05-02,50,Vermont,point,,50.0
867,2020-04-26,6 day ahead cum death,2020-05-02,51,Virginia,point,,633.0
870,2020-04-26,6 day ahead cum death,2020-05-02,53,Washington,point,,991.0
873,2020-04-26,6 day ahead cum death,2020-05-02,54,West Virginia,point,,41.0
876,2020-04-26,6 day ahead cum death,2020-05-02,55,Wisconsin,point,,352.0
879,2020-04-26,6 day ahead cum death,2020-05-02,56,Wyoming,point,,10.0
882,2020-04-26,7 day ahead cum death,2020-05-03,1,Alabama,point,,275.0
885,2020-04-26,7 day ahead cum death,2020-05-03,4,Arizona,point,,418.0
888,2020-04-26,7 day ahead cum death,2020-05-03,5,Arkansas,point,,88.0
891,2020-04-26,7 day ahead cum death,2020-05-03,6,California,point,,2560.0
894,2020-04-26,7 day ahead cum death,2020-05-03,8,Colorado,point,,945.0
897,2020-04-26,7 day ahead cum death,2020-05-03,9,Connecticut,point,,2419.0
900,2020-04-26,7 day ahead cum death,2020-05-03,10,Delaware,point,,228.0
903,2020-04-26,7 day ahead cum death,2020-05-03,11,District of Columbia,point,,278.0
906,2020-04-26,7 day ahead cum death,2020-05-03,12,Florida,point,,1595.0
909,2020-04-26,7 day ahead cum death,2020-05-03,13,Georgia,point,,1179.0
912,2020-04-26,7 day ahead cum death,2020-05-03,16,Idaho,point,,86.0
915,2020-04-26,7 day ahead cum death,2020-05-03,17,Illinois,point,,2785.0
918,2020-04-26,7 day ahead cum death,2020-05-03,18,Indiana,point,,1058.0
921,2020-04-26,7 day ahead cum death,2020-05-03,19,Iowa,point,,217.0
924,2020-04-26,7 day ahead cum death,2020-05-03,20,Kansas,point,,167.0
927,2020-04-26,7 day ahead cum death,2020-05-03,21,Kentucky,point,,264.0
930,2020-04-26,7 day ahead cum death,2020-05-03,22,Louisiana,point,,2353.0
933,2020-04-26,7 day ahead cum death,2020-05-03,23,Maine,point,,63.0
936,2020-04-26,7 day ahead cum death,2020-05-03,24,Maryland,point,,1223.0
939,2020-04-26,7 day ahead cum death,2020-05-03,25,Massachusetts,point,,4078.0
942,2020-04-26,7 day ahead cum death,2020-05-03,26,Michigan,point,,4094.0
945,2020-04-26,7 day ahead cum death,2020-05-03,27,Minnesota,point,,339.0
948,2020-04-26,7 day ahead cum death,2020-05-03,28,Mississippi,point,,261.0
951,2020-04-26,7 day ahead cum death,2020-05-03,29,Missouri,point,,400.0
954,2020-04-26,7 day ahead cum death,2020-05-03,30,Montana,point,,18.0
957,2020-04-26,7 day ahead cum death,2020-05-03,31,Nebraska,point,,100.0
960,2020-04-26,7 day ahead cum death,2020-05-03,32,Nevada,point,,351.0
963,2020-04-26,7 day ahead cum death,2020-05-03,33,New Hampshire,point,,96.0
966,2020-04-26,7 day ahead cum death,2020-05-03,34,New Jersey,point,,8163.0
969,2020-04-26,7 day ahead cum death,2020-05-03,35,New Mexico,point,,143.0
972,2020-04-26,7 day ahead cum death,2020-05-03,36,New York,point,,22355.0
975,2020-04-26,7 day ahead cum death,2020-05-03,37,North Carolina,point,,414.0
978,2020-04-26,7 day ahead cum death,2020-05-03,38,North Dakota,point,,29.0
981,2020-04-26,7 day ahead cum death,2020-05-03,39,Ohio,point,,994.0
984,2020-04-26,7 day ahead cum death,2020-05-03,40,Oklahoma,point,,251.0
987,2020-04-26,7 day ahead cum death,2020-05-03,41,Oregon,point,,122.0
990,2020-04-26,7 day ahead cum death,2020-05-03,42,Pennsylvania,point,,2693.0
993,2020-04-26,7 day ahead cum death,2020-05-03,44,Rhode Island,point,,374.0
996,2020-04-26,7 day ahead cum death,2020-05-03,45,South Carolina,point,,280.0
999,2020-04-26,7 day ahead cum death,2020-05-03,46,South Dakota,point,,79.0
1002,2020-04-26,7 day ahead cum death,2020-05-03,47,Tennessee,point,,418.0
1005,2020-04-26,7 day ahead cum death,2020-05-03,48,Texas,point,,1267.0
1008,2020-04-26,7 day ahead cum death,2020-05-03,49,Utah,point,,137.0
1011,2020-04-26,7 day ahead cum death,2020-05-03,50,Vermont,point,,51.0
1014,2020-04-26,7 day ahead cum death,2020-05-03,51,Virginia,point,,658.0
