,forecast_date,target,target_end_date,location,type,quantile,value
5447,2020-05-17,4 wk ahead inc death,2020-06-13,30,point,,34.62888888888889
5471,2020-05-17,4 wk ahead inc death,2020-06-13,37,point,,744.5244444444444
5495,2020-05-17,4 wk ahead inc death,2020-06-13,38,point,,36.321111111111115
5519,2020-05-17,4 wk ahead inc death,2020-06-13,31,point,,242.88777777777776
5543,2020-05-17,4 wk ahead inc death,2020-06-13,33,point,,204.81555555555562
5567,2020-05-17,4 wk ahead inc death,2020-06-13,34,point,,986.4566666666667
5591,2020-05-17,4 wk ahead inc death,2020-06-13,35,point,,113.18111111111112
5615,2020-05-17,4 wk ahead inc death,2020-06-13,32,point,,47.837777777777774
5639,2020-05-17,4 wk ahead inc death,2020-06-13,36,point,,1771.0677777777778
5663,2020-05-17,4 wk ahead inc death,2020-06-13,39,point,,812.6177777777777
5687,2020-05-17,4 wk ahead inc death,2020-06-13,40,point,,73.55777777777777
5711,2020-05-17,4 wk ahead inc death,2020-06-13,41,point,,60.20666666666666
5735,2020-05-17,4 wk ahead inc death,2020-06-13,42,point,,2178.0266666666666
5759,2020-05-17,4 wk ahead inc death,2020-06-13,72,point,,14.548888888888891
5783,2020-05-17,4 wk ahead inc death,2020-06-13,44,point,,70.21666666666667
5807,2020-05-17,4 wk ahead inc death,2020-06-13,45,point,,266.86
5831,2020-05-17,4 wk ahead inc death,2020-06-13,46,point,,95.37888888888891
5855,2020-05-17,4 wk ahead inc death,2020-06-13,47,point,,441.4544444444445
5879,2020-05-17,4 wk ahead inc death,2020-06-13,48,point,,2300.233333333333
5903,2020-05-17,4 wk ahead inc death,2020-06-13,49,point,,194.1811111111111
5927,2020-05-17,4 wk ahead inc death,2020-06-13,51,point,,545.6466666666666
5951,2020-05-17,4 wk ahead inc death,2020-06-13,78,point,,3.331111111111111
5975,2020-05-17,4 wk ahead inc death,2020-06-13,50,point,,16.27888888888889
5999,2020-05-17,4 wk ahead inc death,2020-06-13,53,point,,144.12
6023,2020-05-17,4 wk ahead inc death,2020-06-13,55,point,,222.4611111111111
6047,2020-05-17,4 wk ahead inc death,2020-06-13,54,point,,131.30666666666667
6071,2020-05-17,4 wk ahead inc death,2020-06-13,56,point,,28.25555555555556
6095,2020-05-17,0 day ahead inc death,2020-05-17,02,point,,0.28
6119,2020-05-17,0 day ahead inc death,2020-05-17,01,point,,19.285555555555558
6143,2020-05-17,0 day ahead inc death,2020-05-17,05,point,,6.17
6167,2020-05-17,0 day ahead inc death,2020-05-17,04,point,,50.40222222222222
6191,2020-05-17,0 day ahead inc death,2020-05-17,06,point,,185.92
6215,2020-05-17,0 day ahead inc death,2020-05-17,08,point,,32.935555555555545
6239,2020-05-17,0 day ahead inc death,2020-05-17,09,point,,50.51222222222222
6263,2020-05-17,0 day ahead inc death,2020-05-17,11,point,,12.648888888888886
6287,2020-05-17,0 day ahead inc death,2020-05-17,10,point,,13.094444444444445
