location,target,type,quantile,forecast_date,target_end_date,value
1113,1 wk ahead inc case,point,,2020-07-12,2020-07-18,104.96
1113,2 wk ahead inc case,point,,2020-07-12,2020-07-25,131.6
1113,3 wk ahead inc case,point,,2020-07-12,2020-08-01,138.38
1113,4 wk ahead inc case,point,,2020-07-12,2020-08-08,141.22
1113,5 wk ahead inc case,point,,2020-07-12,2020-08-15,139.82
1113,6 wk ahead inc case,point,,2020-07-12,2020-08-22,134.37
1113,7 wk ahead inc case,point,,2020-07-12,2020-08-29,125.48
1113,8 wk ahead inc case,point,,2020-07-12,2020-09-05,114.08
1115,1 wk ahead inc case,point,,2020-07-12,2020-07-18,66.3
1115,2 wk ahead inc case,point,,2020-07-12,2020-07-25,87.16
1115,3 wk ahead inc case,point,,2020-07-12,2020-08-01,97.99
1115,4 wk ahead inc case,point,,2020-07-12,2020-08-08,108.71
1115,5 wk ahead inc case,point,,2020-07-12,2020-08-15,118.84
1115,6 wk ahead inc case,point,,2020-07-12,2020-08-22,127.88
1115,7 wk ahead inc case,point,,2020-07-12,2020-08-29,135.28
1115,8 wk ahead inc case,point,,2020-07-12,2020-09-05,140.62
1117,1 wk ahead inc case,point,,2020-07-12,2020-07-18,206.02
1117,2 wk ahead inc case,point,,2020-07-12,2020-07-25,272.61
1117,3 wk ahead inc case,point,,2020-07-12,2020-08-01,310.86
1117,4 wk ahead inc case,point,,2020-07-12,2020-08-08,352.79
1117,5 wk ahead inc case,point,,2020-07-12,2020-08-15,398.18
1117,6 wk ahead inc case,point,,2020-07-12,2020-08-22,446.64
1117,7 wk ahead inc case,point,,2020-07-12,2020-08-29,497.52
1117,8 wk ahead inc case,point,,2020-07-12,2020-09-05,549.9
1121,1 wk ahead inc case,point,,2020-07-12,2020-07-18,61.98
1121,2 wk ahead inc case,point,,2020-07-12,2020-07-25,81.21
1121,3 wk ahead inc case,point,,2020-07-12,2020-08-01,90.59
1121,4 wk ahead inc case,point,,2020-07-12,2020-08-08,99.29
1121,5 wk ahead inc case,point,,2020-07-12,2020-08-15,106.82
1121,6 wk ahead inc case,point,,2020-07-12,2020-08-22,112.72
1121,7 wk ahead inc case,point,,2020-07-12,2020-08-29,116.64
1121,8 wk ahead inc case,point,,2020-07-12,2020-09-05,118.39
1125,1 wk ahead inc case,point,,2020-07-12,2020-07-18,463.36
1125,2 wk ahead inc case,point,,2020-07-12,2020-07-25,578.72
1125,3 wk ahead inc case,point,,2020-07-12,2020-08-01,604.6
