,forecast_date,target,target_end_date,location,location_name,type,quantile,value
6026,2020-04-22,41 day ahead cum death,2020-06-02,36,New York,point,,37693.0
6049,2020-04-22,41 day ahead cum death,2020-06-02,4,Arizona,point,,491.0
6072,2020-04-22,41 day ahead cum death,2020-06-02,25,Massachusetts,point,,7292.0
6095,2020-04-22,41 day ahead cum death,2020-06-02,8,Colorado,point,,1276.0
6118,2020-04-22,41 day ahead cum death,2020-06-02,21,Kentucky,point,,468.0
6141,2020-04-22,41 day ahead cum death,2020-06-02,56,Wyoming,point,,4.0
6164,2020-04-22,41 day ahead cum death,2020-06-02,30,Montana,point,,10.0
6187,2020-04-22,41 day ahead cum death,2020-06-02,47,Tennessee,point,,432.0
6210,2020-04-22,41 day ahead cum death,2020-06-02,12,Florida,point,,2049.0
6233,2020-04-22,41 day ahead cum death,2020-06-02,27,Minnesota,point,,590.0
6256,2020-04-22,41 day ahead cum death,2020-06-02,6,California,point,,3420.0
6279,2020-04-22,41 day ahead cum death,2020-06-02,39,Ohio,point,,2331.0
6302,2020-04-22,41 day ahead cum death,2020-06-02,10,Delaware,point,,433.0
6325,2020-04-22,41 day ahead cum death,2020-06-02,22,Louisiana,point,,2071.0
6348,2020-04-22,41 day ahead cum death,2020-06-02,15,Hawaii,point,,21.0
6371,2020-04-22,41 day ahead cum death,2020-06-02,55,Wisconsin,point,,669.0
6394,2020-04-22,41 day ahead cum death,2020-06-02,29,Missouri,point,,582.0
6417,2020-04-22,41 day ahead cum death,2020-06-02,32,Nevada,point,,416.0
6440,2020-04-22,41 day ahead cum death,2020-06-02,11,District of Columbia,point,,412.0
6463,2020-04-22,41 day ahead cum death,2020-06-02,28,Mississippi,point,,675.0
6486,2020-04-22,41 day ahead cum death,2020-06-02,46,South Dakota,point,,109.0
6509,2020-04-22,41 day ahead cum death,2020-06-02,34,New Jersey,point,,11862.0
6532,2020-04-22,41 day ahead cum death,2020-06-02,24,Maryland,point,,2534.0
6555,2020-04-22,41 day ahead cum death,2020-06-02,17,Illinois,point,,5576.0
6578,2020-04-22,41 day ahead cum death,2020-06-02,45,South Carolina,point,,321.0
6601,2020-04-22,41 day ahead cum death,2020-06-02,48,Texas,point,,1291.0
6624,2020-04-22,41 day ahead cum death,2020-06-02,18,Indiana,point,,1828.0
6647,2020-04-22,41 day ahead cum death,2020-06-02,50,Vermont,point,,64.0
6670,2020-04-22,41 day ahead cum death,2020-06-02,13,Georgia,point,,1289.0
6693,2020-04-22,41 day ahead cum death,2020-06-02,31,Nebraska,point,,321.0
6716,2020-04-22,41 day ahead cum death,2020-06-02,44,Rhode Island,point,,886.0
6739,2020-04-22,41 day ahead cum death,2020-06-02,49,Utah,point,,50.0
6762,2020-04-22,41 day ahead cum death,2020-06-02,42,Pennsylvania,point,,4124.0
6785,2020-04-22,41 day ahead cum death,2020-06-02,51,Virginia,point,,1709.0
6808,2020-04-22,41 day ahead cum death,2020-06-02,9,Connecticut,point,,5428.0
6831,2020-04-22,41 day ahead cum death,2020-06-02,33,New Hampshire,point,,153.0
6854,2020-04-22,41 day ahead cum death,2020-06-02,2,Alaska,point,,16.0
6877,2020-04-22,41 day ahead cum death,2020-06-02,38,North Dakota,point,,102.0
6900,2020-04-22,41 day ahead cum death,2020-06-02,53,Washington,point,,825.0
6923,2020-04-22,41 day ahead cum death,2020-06-02,35,New Mexico,point,,235.0
6946,2020-04-22,41 day ahead cum death,2020-06-02,40,Oklahoma,point,,369.0
6969,2020-04-22,41 day ahead cum death,2020-06-02,54,West Virginia,point,,46.0
6992,2020-04-22,41 day ahead cum death,2020-06-02,19,Iowa,point,,595.0
7015,2020-04-22,41 day ahead cum death,2020-06-02,1,Alabama,point,,545.0
7038,2020-04-22,47 day ahead cum death,2020-06-08,37,North Carolina,point,,785.0
7061,2020-04-22,47 day ahead cum death,2020-06-08,41,Oregon,point,,175.0
7084,2020-04-22,47 day ahead cum death,2020-06-08,20,Kansas,point,,352.0
7107,2020-04-22,47 day ahead cum death,2020-06-08,23,Maine,point,,96.0
7130,2020-04-22,47 day ahead cum death,2020-06-08,16,Idaho,point,,87.0
7153,2020-04-22,47 day ahead cum death,2020-06-08,5,Arkansas,point,,166.0
7176,2020-04-22,47 day ahead cum death,2020-06-08,26,Michigan,point,,5823.0
7199,2020-04-22,47 day ahead cum death,2020-06-08,36,New York,point,,39001.0
7222,2020-04-22,47 day ahead cum death,2020-06-08,4,Arizona,point,,504.0
7245,2020-04-22,47 day ahead cum death,2020-06-08,25,Massachusetts,point,,7715.0
7268,2020-04-22,47 day ahead cum death,2020-06-08,8,Colorado,point,,1324.0
7291,2020-04-22,47 day ahead cum death,2020-06-08,21,Kentucky,point,,484.0
7314,2020-04-22,47 day ahead cum death,2020-06-08,56,Wyoming,point,,5.0
7337,2020-04-22,47 day ahead cum death,2020-06-08,30,Montana,point,,10.0
7360,2020-04-22,47 day ahead cum death,2020-06-08,47,Tennessee,point,,446.0
7383,2020-04-22,47 day ahead cum death,2020-06-08,12,Florida,point,,2104.0
7406,2020-04-22,47 day ahead cum death,2020-06-08,27,Minnesota,point,,632.0
7429,2020-04-22,47 day ahead cum death,2020-06-08,6,California,point,,3558.0
7452,2020-04-22,47 day ahead cum death,2020-06-08,39,Ohio,point,,2493.0
7475,2020-04-22,47 day ahead cum death,2020-06-08,10,Delaware,point,,470.0
7498,2020-04-22,47 day ahead cum death,2020-06-08,22,Louisiana,point,,2078.0
7521,2020-04-22,47 day ahead cum death,2020-06-08,15,Hawaii,point,,21.0
7544,2020-04-22,47 day ahead cum death,2020-06-08,55,Wisconsin,point,,699.0
7567,2020-04-22,47 day ahead cum death,2020-06-08,29,Missouri,point,,602.0
7590,2020-04-22,47 day ahead cum death,2020-06-08,32,Nevada,point,,428.0
7613,2020-04-22,47 day ahead cum death,2020-06-08,11,District of Columbia,point,,435.0
7636,2020-04-22,47 day ahead cum death,2020-06-08,28,Mississippi,point,,717.0
